date,pnl
2026-07-16,59.28
2026-07-17,46.08
2026-07-18,42.59
2026-07-19,56.88999999999999
2026-07-20,36.949999999999996
2026-07-21,37.29
2026-07-22,28.28
2026-07-23,38.53
2026-07-24,51.029999999999994
2026-07-25,32.56
2026-07-26,41.26
2026-07-27,37.17
2026-07-28,52.06
2026-07-29,43.57000000000001
